respondent id,question label,option label,option id,response score,total option score,response time,question id,responses,skipped,question type,poll,poll id
LMh3MuEfuRrt6nrej,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 11:18:49 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
qvqpavPQonTdujYbX,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 11:29:39 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
TkQCXqsYkA77eJuGq,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 11:42:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
zz9KxiM8vmvMcescQ,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 11:51:45 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
fpHg9D2GRnWXHkhyN,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 11:59:49 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
KkbyQ5XB8dK9RDNpt,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:03:35 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
rKxSWN287skZpF5Ss,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:04:27 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
2E7wS6Ym6xjNNGX5s,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:04:56 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
vB8YdB8xG2JHfNsJb,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:05:05 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
qYmvegDSkGW7hFBL3,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:05:48 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
sLFwdKqPJ3xrfPMt8,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:12:18 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
L4tkAk3TcsKZzAGsT,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:24:22 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
i88TxE9i5cSTfJnNt,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:27:26 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
HP8aLL9XPrpHWTqcr,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:28:37 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
cXs65SKquXmrYhMGC,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:29:08 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
ZHFL9sDXEeP27zQGY,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:33:07 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
6Gfk793FA99hEpX9q,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:38:11 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
7TMgGxbwSPvowaoKB,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:43:57 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
yon5rgScD3BSsdJe8,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:48:43 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
GfgZNeb9snRRNn6Nb,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 12:49:47 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
SyQXfm5QHx7REiXBz,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 13:16:09 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
NRbgGoTpK8Tqr4nhL,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 13:17:28 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
ohEDJc4hJMSPft8eb,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 13:24:23 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
6xkCcnASKPRhjGjA9,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 13:41:29 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
FgpacsBeox6hAJRp7,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 13:45:54 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
u8DgfyRtE6ijpx8Yo,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 14:06:32 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
YZWiimciZ7PWDnzzN,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 14:07:31 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
SnPF9tqNKSC2NCXHK,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 14:07:34 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
RbshJCBa6vcJvrKNT,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 14:26:02 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
DMZwe5oCL5iXcjSba,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 14:47:29 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
THgG2F3x7GtphSaEs,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 14:51:38 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
bZ4ARoKe5ckWbkpWv,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:00:44 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
H8q9HgP3HbgKyqGNe,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:04:50 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
7pLHouFrfohdFYZb2,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:11:30 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
sLM2seAeCnZRGJybB,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:13:09 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
DQMJe3daPjLjNuCw2,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:17:21 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
BsBwCCHNZvmGwK7RT,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:33:16 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
wyP6YbzrZTfep2yW6,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 15:36:11 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
xbnXXx4D9aE3BrrMv,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 16:14:17 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
fRfN8p2tBqLeBYiZb,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 16:17:15 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
YFuezqu53hvw47Msn,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 17:00:24 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
GDTMx5RTyDYn7w3FC,How do you currently discover and learn about R packages?,"Email lists such as r-help, r-packages, or r-pkg-devel",x9GNqPXecohJc2Cof,1,159.00,Mon Mar 20 2017 17:20:08 GMT-0600 (MDT),vSePaNpDrZHJCmGrA,1042,0,multipleChoice,R Package Discovery,FGZqTL7vpaaCgpWCM
